Es,Evars,Ekappas,Ekappavars,EGBSs,EGBSvars,SWs,SWkappas,SWGBSs,runtimes,kappa_runtimes,GBS_runtimes,seed
1.9910207,7.046201920277299,0.9341756,2.3325439967453225,0.000238299369812,0.0526424708776596,0.999999463558197,0.9999984502792358,0.9999988675117492,7.092892408370972,323.2944462299347,7.849835395812988,510
1.9754492,5.583181401144845,0.94651324,1.6884301972175155,2.652406692504883e-06,0.0048364643329661,0.9999986290931702,0.9999974966049194,0.9999993443489076,3.564427375793457,306.02588725090027,2.720505952835083,511
2.734282,9.026967927990665,1.4385138,2.651137298206093,0.0007822513580322,0.0945812810119413,1.0000007152557373,0.9999977350234984,0.9999994039535522,29.74798321723938,291.40339040756226,7.371955156326294,512
3.6562576,9.543801245208387,1.9951843,2.988352605633696,0.0004108548164367,0.0668194917303732,0.9999985098838806,0.9999988079071044,0.999998927116394,42.67835807800293,292.7386429309845,5.235835075378418,513
3.2697885,7.2937938396961295,1.6933223,2.9890333091080423,0.0002877712249755,0.0614582755967306,0.9999993443489076,0.9999990463256836,0.9999995827674866,43.20908236503601,275.2011654376984,7.099848747253418,514
3.09889,9.430562442529506,1.5981908,3.073813072531267,0.0005489587783813,0.0787805792363671,0.999999701976776,0.9999985694885254,0.9999983310699464,6.980309009552002,288.67092871665955,6.019922494888306,515
2.0062058,9.79841422161177,1.0348564,2.2309181330391508,3.2782554626464844e-05,0.0191084808321142,1.0000001192092896,0.99999737739563,0.999998927116394,27.74669051170349,311.0001826286316,5.880419969558716,516
2.7556765,10.7655763151402,1.5111474,2.5579766287220767,6.16986e-05,0.0265223834366355,0.9999990463256836,0.99999737739563,0.9999986290931702,20.49449706077576,254.7580096721649,8.028866291046143,600
3.296137,8.19034983086392,1.745306,3.2009227936406432,0.0008556722,0.1030123769059415,0.9999987483024596,0.9999977350234984,0.9999979734420776,5.927852630615234,267.3816623687744,6.990718603134155,601
2.0711374,9.252000831811154,1.0459225,2.059422637786931,7.069110870361328e-05,0.0276695022776381,0.9999994039535522,0.9999986886978148,0.9999982714653016,8.887268304824829,316.40629506111145,9.357357263565063,602
2.417159,7.114988891389697,1.169387,2.697184843448233,0.0002573728561401,0.0549742628638182,0.9999983310699464,0.9999992847442628,0.9999991059303284,3.2841427326202397,264.00238943099976,8.189141988754272,666
